"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"⚡️🤎🇲🇽RICKY.Chinagui🐕🤎⚡️","@RickyVtuber","16:55","Estoy viendo los  votos de la gente de aquí por lo de las  EleccionesMéxico2024 y me sorprende la cantidad de votos anulados con mensajes PENDEJOS. Se anulan y su mensaje vale vrga. Nadie los va a leer. Pero algunos están buenos. Y hasta dices... tiene razón el wey.","estoy viendo los votos de la gente de aquí por lo de las elecciones en méxico 2024 y me sorprende la cantidad de votos anulados con mensajes pendejos.se anulan y su mensaje vale verga.nadie los va a leer.pero algunos están buenos.y hasta dices...tiene razón el wey.","0","-1","-1","0"
"Ricardo","@ricardotmn","16:54","Faltan alrededor de 45 minutos para que las casillas comiencen a cerrar, el calor comienza a dar tregua. Si aún no has salido a votar, ahora es el momento!  EleccionesMéxico2024  Mexico2024  VotoPorMéxico  VotoÚtilXMéxico  VotoÚtil2024","faltan alrededor de 45 minutos para que las casilla electoral comiencen a cerrar,el calor comienza a dar tregua.si aún no haz salido a votar,ahora es el momento!elecciones en méxico 2024 méxico 2024 voto por méxico voto útil por méxico voto útil 2024","0","0","0","1"
"Shenlong","@shenglonSantaFe","16:54","Ni el último día del evento de @Pixar, nuestras flamantes autoridades se hicieron presentes para detener gandallas que cobran derecho de piso en Santa Fe. Autos hasta en triple fila estacionados. @UCS_GCDMX @jmorenocdmx @lialimon @AlcaldiaAO @889Noticias  EleccionesMéxico2024","ni el último día del evento de pixar,nuestras flamantes autoridades se hicieron presentes para detener gandallas que cobran derecho de piso en santa fe.automóviles hasta en triple fila estacionados.ucs_gcdmx jmorenocdmx lialimon alcaldiaao 889noticias elecciones en méxico 2024","-1","0","0","0"
"HÉCTOR J. NÁJERA","@hectornajerajr","16:53","Votamos!!!  EleccionesMéxico2024  Acapulco  Guerrero  voto2024  EnEquipoEsMejor","votamos!!!elecciones en méxico 2024 Acapulco Guerrero vota 2024 en equipo es mejor","0","0","0","1"
"Gabriela Aguilar","@gabbieagui","16:53","respondiendo a @Expresoweb and @tonoastiazaran Muy bien tono 🙏🏻😊 ya ganamos con el favor de Dios, Mainez.  yovotétoño  EleccionesMéxico2024","respondiendo a expresoweb and tonoastiazaran muy bien tono ya ganamos con el favor de dios,maynez.yo voté toño elecciones en méxico 2024","0","0","1","0"
"Gustavo Rentería","@GustavoRenteria","16:53","🔴🔴 En el @ElFinancieroTv  AlAire  EleccionesMéxico2024  ElecciónPresidencial 🔴🔴Encuesta de salida a las 18 horas, anunció @E_Q_ @ElFinanciero_Mx @INEMexico @TEPJF_informa","en el elfinancierotv al aire elecciones en méxico 2024 elección presidencial encuesta de salida a las 18 horas,anunció e_q_ elfinanciero_mx INE México tepjf_informa","0","-1","0","0"
"Ricardo Jesús","@Rocanlover_X","16:53","Mexicanos salen masivamente a ejercer su derecho al voto en Houston, TX. Viva el pueblo de México! Viva la democracia!  EleccionesMéxico2024  Houston  TikTok","mexicanos salen masivamente a ejercer su derecho al voto en houston,tx.viva el pueblo de méxico!viva la democracia!elecciones en méxico 2024 houston tiktok","0","0","0","1"
"Marco Temosihui","@ElDr_Temo","16:52","respondiendo a @EPN_GobFederal @xochitl and @XochitlGalvez Siempre evadiendo las reglas peñita @EPN  EleccionesMéxico2024","respondiendo a epn_gobfederal xochitl and xochitl galvez siempre evadiendo las reglas peñita enrique peña nieto elecciones en méxico 2024","-1","0","0","0"
"aIMee","@fokoo","16:52","Queda menos de una hora para ir a votar. Vayan a la casilla que corresponde a su INE y fórmense. Podrán votar después de las 6pm siempre y cuando sigan en la fila.  EleccionesMéxico2024 🩷✨","queda menos de una hora para ir a votar.vayan a la casilla electoral que corresponde a su INE y fórmense.podrán votar después de las 6pm siempre y cuando sigan en la fila.elecciones en méxico 2024","0","0","0","1"
"Coracyt Noticias","@CoracytNoticias","16:51"," CoberturaEspecial  AlMomento En su reporte de las 15:00 horas el Instituto Tlaxcalteca de Elecciones señaló que se instalaron al 100 por ciento las casillas.  EleccionesMéxico2024  Elecciones2024  CoracytNoticias","cobertura especial al momento en su reporte de las 15:00 horas el instituto tlaxcalteca de elecciones señaló que se instalaron al 100 por ciento las casilla electoral.elecciones en méxico 2024 elecciones 2024 coracyt noticias","1","0","0","0"
"diario24horas","@diario24horas","16:51"," En2024Eliges | El consejero del @INEMexico, Jaime Rivera, señaló que en las casillas especiales suele existir inconformidad ciudadana por la falta de boletas.  EleccionesMéxico2024  Elecciones2024MX","en 2024 eliges el consejero del INE México,jaime rivera,señaló que en las casilla electoral especiales suele existir inconformidad ciudadana por la falta de boleta electoral.elecciones en méxico 2024 elecciones en méxico 2024","0","0","0","-1"
"Fanatico de los pies.","@fanaticopies","16:51","Pagos seguros. Completamente privado. Estoy comprando fotos de pies y nudes. Pagos seguros. Ganancias x día desde 500/4500 garantizado. Si venden fotos de sus pies. Vende fotos de pies y nudes. Si buscas sugar soy tu mejor opción😉 Compro fotos de pies y nudes.  EleccionesMexico2024","pagos seguros.completamente privado.estoy comprando fotos de pies y nudes.pagos seguros.ganancias por día desde 500 4500 garantizado.si venden fotos de sus pies.vender fotos de pies y nudes.si buscas sugar soy tu mejor opción compro fotos de pies y nudes.elecciones en méxico 2024","0","0","1","0"
"Primera Plana Noticias","@LupisCrisanto","16:51"," EleccionesMéxico2024 🗳️ A menos de una hora de concluir la jornada electoral y la gente sigue acudiendo a votar, las casillas especiales fueron las más concurridas, donde incluso las boletas no alcanzaron.","elecciones en méxico 2024 a menos de una hora de concluir la jornada electoral y la gente sigue acudiendo a votar,las casilla electoral especiales fueron las más concurridas,donde incluso las boleta electoral no alcanzaron.","0","0","0","1"
"Victor Hugo Vieyra","@vhvieyra","16:51","Lo que sí es un hecho, es que @AlvarezMaynez sí queda en segundo lugar... de los idiotas más conocidos de Movimiento Ciudadano. El primero es para el inútil gober del Nuevo León.  EleccionesMéxico2024","lo que sí es un hecho,es que Alvarez Maynez sí queda en segundo lugar...de los idiotas más conocidos de Movimiento Ciudadano.el primero es para el inútil gober del nuevo león.elecciones en méxico 2024","0","0","1","0"
"Rendón Héctor","@LaRuletaOficial","16:51","respondiendo a @LaRuletaOficial and @INEMexico. A las 11 de la noche, a millones de personas se les va a quitar lo valentona y se irán a dormir, si pueden, enojadas y frustradas del resultado electoral. Y la polarización subirá de nivel. No se agüiten… todos los gobiernos le han fallado a  Mexico.  EleccionesMéxico2024","respondiendo a laruletaoficial and INE México.a las 11 de la noche,a millones de personas se les va a quitar lo valentona y se irán a dormir,si pueden,enojadas y frustradas del resultado electoral.y la polarización subirá de nivel.no se agüiten todos los gobiernos le han fallado a méxico.elecciones en méxico 2024","0","-1","-1","0"
"Raúl Colin","@RaulColinG","16:50","🚨 ¡Fraude electoral en las  EleccionesMéxico2024! 🚨 Las casillas especiales del INE, con 1,000 boletas para foráneos, están colapsadas. Parece alta participación, pero la realidad es otra. Algo muy turbio está pasando: las casillas están llenas de acarreados... (1/2)","¡fraude electoral en las elecciones en méxico 2024!las casilla electoral especiales del INE,con 1,000 boleta electoral para foráneos,están colapsadas.parece alta participación,pero la realidad es otra.algo muy turbio está pasando:las casilla electoral están llenas de acarreados...(1 2)","0","-1","-1","-1"
"Bruno","@brunomenh","16:50","respondiendo a @evoespueblo. Nuestras elecciones, NUESTRAS 🇲🇽 Sáquese a su país a opinar de sus asuntos 🗳️.  EleccionesMéxico2024","respondiendo a evoespueblo.nuestras elecciones,nuestras sáquese a su país a opinar de sus asuntos.elecciones en méxico 2024","0","0","0","1"
"Omar Garcia","@omargv1977","16:50","Ya casi es la hora... LAS ENCUESTAS DE SALIDA NO NOS FAVORECEN.  EsClaudiaPresidentaDeMéxico  XóchitlGálvezPresidenta  EleccionesMéxico2024. Veo a muchos que van a llorar😭.","ya casi es la hora...las encuestas de salida no nos favorecen.Claudia será presidenta de México xochitl gálvez será la presidenta elecciones en méxico 2024.veo a muchos que van a llorar.","1","-1","0","0"
"Ángulo Informativo","@AnguloInforma","16:50","🗳️✅  EleccionesMéxico2024 || ¡Entérate! Así se lleva a cabo una jornada electoral 👇🏼👇🏼  Democracia  México  INE","elecciones en méxico 2024¡entérate!así se lleva a cabo una jornada electoral democracia méxico INE","0","0","0","1"
"𝔸𝕏𝕃","@xockobuzz","16:49"," Últimahora Palestina ya dejó de estar en guerra y Hámas dejó de ser un grupo terrorista gracias al mensaje en esta boleta 👍.  EleccionesMéxico2024","última hora palestina ya dejó de estar en guerra y hámas dejó de hacer un grupo terrorista gracias al mensaje en esta boleta electoral.elecciones en méxico 2024","0","-1","0","-1"
"Ángel","@Angelog2009","16:49","Hoy decidiste qué México quieres para ti y los tuyos. Ten en cuenta lo privilegiado que aún eres. En Cuba, Venezuela y Nicaragua eso ya no es posible: las decisiones las toma solo una persona y se llama Dictador. No te hayas equivocado otra vez.","hoy decidiste qué méxico quieres para ti y los tuyos.ten en cuenta lo privilegiado que aún eres.en cuba,venezuela y nicaragua eso ya no es posible:las decisiones las toma solo una persona y se llama dictador.no te hayas equivocado otra vez.","0","-1","-1","0"
"Elisa Villa","@Bosqueli_","16:48","PREP, conteo rápido o cómputos distritales: aquí las claves para entender lo que pasará en las próximas horas y cómo se darán los resultados de las  EleccionesMéxico2024.","PREP,conteo rápido o cómputos distritales:aquí las claves para entender lo que pasará en las próximas horas y cómo se darán los resultados de las elecciones en méxico 2024.","1","0","0","0"
"El Nopal Times","@ElNopalTimes","16:48","Reportan que encapuchados que estaban presuntamente armados destrozaron la casilla en San Juan del Río, Querétaro. No hay personas heridas. ¿A qué le teme el PAN en ese estado? ¿Por qué tantos actos violentos en la jornada electoral?","reportan que encapuchados que estaban presuntamente armados destrozaron la casilla electoral en san juan del río,Querétaro.no hay personas heridas.¿a qué le teme el PAN en ese estado?¿por qué tantos actos violentos en la jornada electoral?","-1","0","0","0"
"Politikmnte","@Politikmnte","16:47"," EleccionesMéxico2024 🗳️ | Así se ve el 𝐖𝐚𝐫 𝐑𝐨𝐨𝐦 de la candidata de Morena 𝗖𝗹𝗮𝘂𝗱𝗶𝗮 𝗦𝗵𝗲𝗶𝗻𝗯𝗮𝘂𝗺, más de 750 periodistas y medios, de estos cerca de 90 son medios internacionales. 𝑰𝒎𝒑𝒓𝒆𝒔𝒊𝒐𝒏𝒂𝒏𝒕𝒆.  Politikmnte 🗨️  EleccionesMx2024","elecciones en méxico 2024 así se ve el 𝐖𝐚𝐫 𝐑𝐨𝐨𝐦 de la candidata de morena 𝗖𝗹𝗮𝘂𝗱𝗶𝗮 𝗦𝗵𝗲𝗶𝗻𝗯𝗮𝘂𝗺,más de 750 periodistas y medios,de estos cerca de 90 son medios internacionales.𝑰𝒎𝒑𝒓𝒆𝒔𝒊𝒐𝒏𝒂𝒏𝒕𝒆.políticamente elecciones en méxico 2024","0","-1","0","0"
"GABO BERNAL","@GABINOBERNAL2","16:46","Voto de exterminio al prian, así se ve el plan c apoyado por Claudia! Vamos con Tokio con la 4T!  EleccionesMéxico2024","voto de exterminio al prian representado  por xochitl,así se ve el plan c apoyado por claudia!vamos con tokio con la 4ta transformación!elecciones en méxico 2024","0","1","0","0"
"diario24horas","@diario24horas","16:46"," En2024Eliges | Usuarios y vecinos de Cuautitlán Izcalli denunciaron la quema de urnas, así como el robo de boletas electorales.  EleccionesMéxico2024  Elecciones2024MX","en 2024 eliges usuarios y vecinos de cuautitlán izcalli denunciaron la quema de urnas,así como el robo de boleta electoral electorales.elecciones en méxico 2024 elecciones en méxico 2024","0","0","0","-1"
"Tufiño Andrés","@tuf_andres","16:46","A esperar los resultados de las  EleccionesMéxico2024","a esperar los resultados de las elecciones en méxico 2024","0","0","0","1"
"Coracyt Noticias","@CoracytNoticias","16:45"," CoberturaEspecial  AlMomento En las casillas de la Capital Tlaxcalteca se ha reportado alta participación de la ciudadanía que ha acudido a votar.  EleccionesMéxico2024  Elecciones2024  CoracytNoticias","cobertura especial al momento en las casilla electoral de la capital tlaxcalteca se ha reportado alta participación de la ciudadanía que ha acudido a votar.elecciones en méxico 2024 elecciones 2024 coracyt noticias","1","0","0","1"
"Alejandro López Castellanos","@alexvizzz","16:45"," ElDato Las  EleccionesMéxico2024 serán para la historia, en las elecciones del 3 de julio de 1955 las mujeres acuden por primera vez a las urnas a emitir su voto. Este 2 de junio del 2024 México podría tener a la primer mujer Presidenta del país.","el dato las elecciones en méxico 2024 serán para la historia,en las elecciones del 3 de julio de 1955 las mujeres acuden por primera vez a las urnas a emitir su voto.este 2 de junio del 2024 méxico podría tener a la primer mujer presidenta del país.","0","1","0","1"
"El Heraldo de México","@heraldodemexico","16:44"," EleccionesMéxico2024 |  Ruta2024 PREP: ¿Quién va ganando la Presidencia de México en las  Elecciones2024?","elecciones en méxico 2024 ruta 2024 PREP:¿quién va ganando la presidencia de méxico en las elecciones 2024?","1","0","0","0"
"Enfoque Noticias","@EnfoqueNoticias","16:44","🇪🇸🇲🇽 | Cayó la noche en Madrid y las filas para votar continúan  EleccionesMéxico2024 |  EnfoqueElectoral2024","cayó la noche en madrid y las filas para votar continúan elecciones en méxico 2024 enfoque electoral 2024","0","0","-1","1"
"ʂཞ. ąʂ℘ɛཞgɛཞ","@Le_Crazh","16:44","Ponen en la boleta de Senadores ISRAEL GENOCIDA, pero en la de Presidente de la República votan por la judía. ¿Ya ven como si están bien pendejos?  EleccionesMéxico2024","ponen en la boleta electoral de senadores israel genocida,pero en la de presidente de la república votan por la judía.¿ya ven como si están bien pendejos?elecciones en méxico 2024","0","-1","-1","-1"
"PokerSP¹¹🎱","@RogelioDDL","16:44","Un caos en las casillas de zonas donde domina MORENA, mientras que en zonas Fifí votando agusto sin ningún problema de casillas, el  NarcoPRIAN en complicidad con el  INEMéxico tratando de sabotear las  EleccionesMéxico2024.  OposicionMasPendejaYCorruptaQueHaExistido 🤡","un caos en las casilla electoral de zonas donde domina morena,mientras que en zonas fifi votando agusto sin ningún problema de casilla electoral,el#NarcoPRIANen complicidad con el INE México tratando de sabotear las elecciones en méxico 2024.la oposición es la más pendeja y corrupta que ha existido","0","-1","0","0"
"adn40","@adn40","16:44","🚨 AlertaADN  VotaMéxico2024 🗳️| Comienza el cierre de casillas en algunos estados como  QuintanaRoo. Verifica la hora en tu localidad, recuerda que cierran a las 18:00 hrs  LaFuerzaDeTuVoto  EleccionesMéxico2024","alertaadn vota méxico 2024 comienza el cierre de casilla electoral en algunos#Estadoscomo QuintanaRoo.verifica la hora en tu localidad,recuerda que cierran a las 18:00 horas la fuerza de tu voto elecciones en méxico 2024","0","0","0","-1"
